transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
19446,5895,19272,0,2598,10174
14656,13838,9278,8495,18848,20488
0,12166,9198,0,1797,11794
14244,0,20182,4500,10807,17404
2799,7800,3895,3500,12843,4195
8676,0,7888,5094,3000,600
0,6980,600,5196,3000,7293
4938,6238,8110,20065,1799,12375
2597,799,4745,0,0,10330
3095,18869,0,10899,10143,0
0,0,0,0,8495,796
5992,10186,3098,11987,0,10175
0,0,450,2590,11358,5799
0,19556,0,0,16197,14294
0,25334,2100,0,1100,0
0,0,11395,0,3996,0
19094,10008,14126,10495,4789,0
0,19294,2440,0,8270,0
17392,10630,8070,21538,6593,9955
0,1500,3646,13468,0,10741
16058,0,18859,995,0,10977
0,8229,4000,2098,597,11892
15156,1896,998,17063,0,12145
500,0,0,5037,0,0
5498,6277,16289,11166,0,6000
0,19764,18439,8594,0,5439
0,13877,6495,0,5085,23359
11495,8620,3695,13375,3980,0
2995,0,0,0,18852,18764
3646,2697,4748,600,16641,0
5686,0,5991,0,0,10696
8591,11395,0,0,26694,17258
7376,17965,7392,14590,12691,0
3193,4500,7376,7960,5099,12873
12977,6143,799,0,2388,0
11084,10194,2598,2495,16098,0
7194,11236,0,2046,6490,7991
1498,9710,3193,3600,0,0
450,5296,8576,3891,5649,0
26262,3198,1299,13028,1899,0
17185,0,8897,0,796,0
0,0,0,6368,7797,12275
10644,0,0,0,13738,1500
7769,25641,0,13073,0,0
9893,20611,13479,10146,0,15307
3897,0,25847,6500,1097,12696
0,11196,26666,0,2000,13676
0,15219,0,3295,12766,6980
0,9771,15536,14487,650,19055
13737,0,0,19155,18652,7243
8197,0,5496,18540,0,6395
0,1950,0,17104,0,0
12681,18745,8194,1650,7289,17868
6480,13193,0,18044,8694,5794
0,13867,0,17121,4828,0
5941,4500,11393,12455,0,4992
6684,0,4992,5600,5794,0
0,10547,0,4696,0,5796
6270,11541,10592,9620,12495,9065
13646,6600,13568,5498,5188,5042
799,12341,8097,0,29551,16955
5299,25505,16675,0,12990,0
0,8387,8557,4480,0,0
10765,0,9086,6690,4996,2640
0,18002,4198,150,5696,7960
17294,10669,11971,0,0,14760
5080,11087,10279,0,796,15170
9493,5596,5392,2195,17857,6270
7877,14892,5535,0,9891,799
7972,0,7146,13255,2697,4898
10590,13754,0,8560,13655,12934
946,9110,10276,8275,7295,14204
12666,0,9021,4196,5346,3450
8897,8560,1500,9159,12549,8397
0,23668,0,450,2397,5547
0,0,7999,2994,2799,0
3199,600,1897,0,1000,3197
11395,0,22950,17606,9867,12080
0,0,18955,0,11795,3990
18678,9196,0,29423,7092,0
800,0,8796,1799,5598,0
5970,1500,18296,16779,15601,2800
0,12983,3897,0,0,5647
9241,2695,15813,0,13638,15549
16153,2399,14614,1299,7178,13697
2140,8756,300,11857,1500,8323
8483,4580,9776,6844,20677,0
5575,9435,14461,17036,18733,20982
0,2000,6600,0,4800,5296
7598,1299,1199,6799,7136,0
0,2296,0,4397,0,0
0,4000,3650,9440,22412,9466
2595,13564,1598,10798,6276,6974
3399,8985,0,6400,0,11245
1000,5293,5600,2197,2000,0
12796,3789,2598,9176,9198,500
7398,8794,21763,14568,0,6668
13813,12506,11067,0,1299,0
11962,12965,0,13374,12195,0
23352,3990,6573,11490,5030,4787
2547,8445,1298,13263,0,2695
0,3796,18094,4696,0,0
8000,11669,6996,14786,4495,949
2397,0,1598,20317,0,4596
10770,20090,9373,8992,23130,14372
5594,7442,2897,0,0,0
0,11239,0,600,0,5100
9960,9564,8394,13456,8238,0
4293,11879,0,11482,597,13764
7847,5196,7995,2490,199,0
25333,5691,0,0,300,1500
12191,5693,8784,8992,18640,1849
9959,0,9898,12455,9971,3000
13048,0,14827,6178,5945,6586
0,17156,6625,0,5000,0
10097,0,20058,0,1650,4497
10145,16666,10327,15073,13454,0
0,6470,9616,1246,9300,7295
5236,17653,12357,6740,1797,3048
0,19743,0,4727,4629,4179
8394,7593,5970,13642,0,0
3397,0,11537,14656,1299,14702
5548,11692,3095,0,9793,6280
13676,0,7495,15968,10444,9794
1249,19276,18920,19116,0,2596
3980,13976,0,21064,0,0
0,1296,11953,3047,11095,9696
9867,0,0,6300,450,14307
6728,5346,5547,11243,7543,8150
11857,9521,0,5970,0,6766
15493,0,10190,4044,4387,15285
19366,15895,11038,14025,14362,12263
0,18976,150,0,4347,4996
5835,0,4699,10867,5992,3897
0,4237,8017,3198,0,1990
8397,4799,9276,1699,2936,0
27207,0,10741,7900,7682,0
0,10960,5480,3187,9191,0
15322,6796,0,9425,7960,4994
4195,6697,0,4500,4980,12591
21049,17143,21754,0,7992,3140
0,8876,6195,499,0,18546
6335,12178,1449,16495,13081,4548
5094,15552,2598,10283,0,0
6146,0,1198,0,0,5793
0,2894,0,18573,3398,7363
10859,0,5177,5986,0,6594
796,11087,11924,13402,9980,15856
11284,13967,2590,16205,1899,8799
17292,5196,21765,4495,22120,10697
13136,15088,6500,3395,5398,19126
12127,15678,0,10485,597,0
2799,1598,0,16892,0,12769
0,10690,0,799,8480,0
0,10822,5970,0,4047,12680
6696,6144,2098,0,7960,2598
5887,0,5970,0,12966,0
5397,499,7069,0,9897,23176
9795,5970,2598,1797,12752,6800
6945,12074,4500,0,14192,29434
1990,3148,1000,7824,0,0
0,6695,10691,4480,3349,7366
19740,0,7396,4698,7667,4196
8989,5898,13623,19589,1990,3294
0,14666,15224,0,0,15373
0,600,16063,11618,1299,3999
0,946,0,11083,0,2097
15152,300,1500,7960,2000,796
0,5490,0,0,0,0
6799,9157,9196,27473,1197,7377
3196,2000,5296,12238,3196,3846
11010,796,4694,16154,0,2547
1500,0,5397,12993,7966,150
0,26024,0,9173,0,10793
0,2697,0,24322,0,8493
4996,4430,3897,13444,2597,18827
9460,19885,9377,12299,0,0
0,0,5094,1598,2598,0
0,13073,7942,0,0,3448
1748,0,0,4500,8325,5679
18940,1990,1990,7960,7493,11845
17440,13804,9794,18110,0,0
19752,16274,4996,26322,1990,20849
0,0,7893,6095,2946,6000
300,0,19462,12462,2097,0
4500,15100,9895,5694,14008,1397
6794,4994,15859,11645,6598,0
0,8595,0,7960,8397,0
0,0,8676,10386,8899,2598
12377,0,600,5196,23300,7949
6570,0,16553,23247,0,1047
1600,3193,0,0,8196,0
2596,2598,0,18759,12894,0
1595,8971,3386,0,1150,23050
7950,13854,3198,9776,7889,0
9896,13094,18271,10196,12470,6044
6297,11309,13161,14138,0,9468
7773,2896,10058,16687,11107,3897
0,0,0,0,0,4698
3594,1500,3490,0,10069,31303
2397,12594,16934,5486,0,0
5592,0,0,12398,0,3395
11354,4598,0,9293,10858,2296
14425,15145,3098,17657,6392,8169
19666,8746,2695,11866,5094,0
11858,1598,0,5100,27117,0
18651,11288,6000,7984,11655,12943
7269,5196,12349,0,12859,0
4493,15704,2299,500,4996,7735
0,0,1399,1299,6585,9476
12142,5196,0,9243,8958,796
11545,1500,1500,13550,8410,10796
11348,0,20671,7183,7693,23583
14157,2296,0,6395,16995,6598
29077,16357,9592,2397,3500,12944
19756,18574,18183,8190,14250,4394
20825,11600,796,2149,0,0
0,0,1990,5970,12495,0
6570,7799,2797,8097,5970,0
0,0,9342,1246,0,7520
13090,10357,11383,1500,6276,5500
3597,13995,8143,2699,14560,7719
13093,0,0,0,10497,450
0,18075,7299,0,0,0
499,0,9995,11667,1799,10190
14665,5784,12139,0,17572,19905
4696,0,5483,24987,8192,9864
8560,9542,5597,22347,2394,6487
10464,0,3796,0,0,8796
14556,9564,0,300,0,10480
15014,10295,0,0,7476,2498
7773,15833,0,0,6949,15353
0,30915,7595,4047,10295,0
4997,22584,27731,11037,0,1500
11196,10770,7696,150,3980,0
18903,3289,0,11446,6698,5980
10083,15776,13060,5795,3796,3395
15098,8000,4978,0,0,9858
3846,7186,3980,14156,10876,1299
0,6199,12578,799,6543,6243
11898,21921,6600,0,1249,11897
3000,6244,8542,11799,15865,10895
0,0,10920,4395,8445,31346
0,3189,18403,0,0,300
11589,8517,13786,13656,10650,0
8299,18150,18254,18086,8276,10146
0,4547,7960,12873,15766,0
8190,5697,0,12377,0,5445
18435,0,0,11292,0,29012
6391,13862,5198,8290,16166,1500
14460,0,21067,3398,0,0
0,2498,2100,6794,12243,1644
12266,0,0,3596,13853,18523
0,10127,199,31259,16663,7000
6696,22039,4693,7196,3440,5876
9258,21551,2897,7480,6796,8692
20048,8794,0,2590,9842,16355
4898,0,2397,9447,11187,6745
15661,6596,9176,11290,950,6769
11229,0,0,10270,3339,10265
7145,0,8046,17594,9773,0
11246,13657,16563,22334,9110,13914
9696,4779,0,6699,10367,20660
0,14276,0,3980,0,10290
1000,14560,10060,0,13055,7299
23914,150,0,23166,12661,13786
0,0,3295,9793,6393,0
15500,0,0,0,0,1500
1699,2000,9438,0,0,4650
9696,1598,15047,16769,2600,17332
11289,2597,16407,0,4847,7883
0,0,7091,6093,3995,650
10556,0,8239,6892,5496,0
19162,0,6542,16454,14793,8933
0,1598,8196,0,3897,3896
0,8490,5970,0,0,14270
16929,16002,6548,0,0,0
8840,7789,7880,20469,5440,10840
0,0,0,0,11774,15558
2199,0,0,0,15937,6796
6945,8145,13563,12257,10477,0
5196,3588,10954,13560,2198,8694
6886,9432,0,8397,8894,6567
0,18875,15134,4396,7620,0
0,0,800,0,0,20352
14814,16739,0,0,6897,3000
12167,7947,10367,0,13860,10294
0,0,5991,2450,0,1990
5430,13555,4580,0,0,3000
0,21012,14831,0,19150,6650
199,10280,0,0,796,0
1449,19032,15297,14686,27161,9980
7395,5196,0,2498,0,0
4943,3000,12243,5791,15050,23869
3897,1598,15417,2498,2199,0
16460,5998,0,9889,15510,6430
8327,9100,4500,0,12350,0
14448,600,7999,0,12699,3098
6498,6000,5446,9992,12668,11317
11317,14940,1100,7950,14058,0
7889,2097,31367,11690,3196,11553
12962,3695,10693,7299,3196,20190
0,0,3300,12294,9293,21746
0,3696,4598,0,0,10598
2000,12079,4396,5400,4038,0
13857,5696,10972,17646,4799,1399
6970,3786,8560,28446,8468,11681
4877,19955,7490,4087,14238,7296
398,11616,6343,11244,3897,15492
8686,2098,0,3697,11649,3000
0,0,20457,4596,11491,0
16993,2598,4500,17357,799,0
0,13156,13079,15166,597,1598
12164,10980,0,12830,0,0
9087,2795,9294,0,20350,0
2590,0,0,14578,1990,1990
13676,23820,1099,16842,14397,0
13692,0,3994,5696,1950,15074
796,10271,0,8867,16153,7960
1990,6328,25769,14691,17488,3990
0,13365,10357,14892,3849,0
23492,0,13346,0,500,3000
4785,14221,7960,13844,0,22520
18402,17024,5894,1000,20759,14162
9186,6194,12196,0,3397,0
10390,2299,8690,0,5346,0
14342,0,0,6946,0,7843
8975,4000,2000,24597,450,5845
7847,0,21652,5699,5646,2290
6897,19845,0,26591,8142,16449
0,5395,18527,4387,0,11156
0,0,21124,5879,4646,0
8294,19845,15299,3500,0,3090
0,2946,5970,8997,0,0
600,21224,17211,5793,9567,9792
23509,7416,8309,2189,0,6698
0,8370,1990,0,4696,6794
7291,11176,398,16389,1697,0
13694,600,597,0,18492,0
5145,17166,2897,18088,4496,600
9196,14160,300,6398,1450,0
9945,17261,19043,3845,0,3696
0,3796,0,2548,0,0
0,3098,8483,4696,9182,7347
0,3347,4297,0,800,0
9897,13955,9598,9980,0,19301
0,7960,0,8358,0,0
18145,0,9677,3697,10785,11195
10772,18666,10578,10794,2000,19517
17893,1449,18719,12037,9176,7470
2694,3995,0,0,22081,9098
5196,10990,6227,2746,0,25618
19456,0,4650,11307,15513,15590
3148,20812,0,13546,14156,0
8440,11065,3000,14922,0,0
0,3600,0,597,0,5196
0,13179,4993,0,10765,2449
17088,2598,5097,17156,0,0
4293,0,7696,3897,16658,28503
3646,15887,8480,7297,30161,0
14003,0,799,11970,5397,0
4286,4645,0,14866,8743,4588
5696,11147,0,0,11958,8098
0,18028,16486,0,7779,3299
2296,12366,5348,12354,14789,3000
5595,3147,4990,11596,9988,4098
21074,12196,12094,15108,8070,8480
0,10491,499,4996,7092,16645
796,11299,4500,0,6974,0
0,15357,9926,17394,7494,2098
13516,0,2838,16786,0,0
13848,13244,6000,8193,300,7543
20600,16547,20885,5970,0,6398
14023,7990,0,7186,6689,0
0,14995,0,0,13795,15424
3000,0,22205,2440,0,6977
1800,6445,3098,12489,10641,15473
4497,0,5994,0,16915,10057
0,12666,0,5970,0,0
4893,7379,8540,25114,5000,2396
16846,7269,1500,6594,7470,0
0,5194,0,6199,8924,8176
0,0,0,2099,8759,3098
1449,2490,7186,0,0,12588
15876,1898,18507,4393,0,9994
10596,15372,0,11766,10572,10335
14584,13507,0,10995,0,799
6675,7186,4695,0,0,17045
1299,12369,8958,597,2747,1347
0,5293,1500,9598,10382,0
7570,796,0,8018,4898,0
5196,0,15155,7186,8198,2688
13063,1347,3098,3000,7669,1598
7995,6198,6470,9929,8093,9279
4296,7093,16106,0,6600,19936
12839,10380,11990,8292,9057,0
300,6731,0,0,0,14040
11592,0,1595,0,11181,9397
7842,600,5196,3500,9999,0
0,10571,0,0,15354,6998
796,0,0,10306,0,0
0,5177,5641,6000,1247,3398
0,13935,4596,9962,848,16255
0,1050,3597,3289,11074,0
4799,0,14382,0,0,799
0,8345,14092,0,1598,7800
4048,0,1000,4339,4944,9678
0,1898,3980,1000,13177,9756
2799,0,0,2396,0,1500
12045,21075,3596,19853,15159,3597
6000,11274,9367,24085,9773,1650
10827,0,8445,28815,0,5694
15833,18487,12561,17460,1950,10376
7593,10110,2543,7789,8490,2397
0,24387,1500,2397,9588,14786
4497,0,7100,18561,16593,4697
1748,14067,0,398,0,10090
4596,199,0,0,10236,10480
0,11295,0,11357,0,20158
950,4293,16451,0,0,11196
0,2397,5996,0,7578,4898
18837,7295,12677,0,1396,8349
1650,18960,0,2198,600,13458
13663,20482,5796,949,12557,0
6494,10696,12331,8047,1000,9196
0,4197,0,600,13573,4588
0,600,0,27916,13492,0
30815,12828,5636,2495,5747,7966
14965,4995,12632,0,21746,10093
0,0,10490,12465,21429,0
7366,3098,3198,0,12794,300
4199,19848,15302,6800,15164,0
10881,8110,6548,15810,8695,19456
4486,9488,0,1500,0,17136
2397,12058,2299,5098,1748,0
0,450,0,12987,0,199
26209,0,5139,3394,5079,8394
14954,16813,12086,5299,796,3799
17455,8993,9877,3600,15053,12595
4693,5783,5845,8088,11992,8092
13078,13642,0,0,7677,3646
12507,1399,2397,3100,2296,13318
5347,13663,12691,17353,0,6319
7519,9893,8393,9508,0,9650
19357,11753,21940,950,750,17537
10398,8126,3248,14254,5598,0
14073,11070,8557,10954,0,12076
0,4796,0,8990,8087,3897
15525,0,0,27063,5393,20971
0,10098,8610,8439,0,0
17118,15891,1500,0,0,7898
17359,3996,5786,4295,1598,499
13963,21786,10748,1148,20224,8693
11595,8897,3598,6293,27042,3589
0,8425,0,500,0,0
0,0,19491,0,10487,7990
0,3187,0,19351,0,0
11750,7276,17446,0,17646,0
11183,5196,6280,0,16984,4397
16590,4945,17157,10295,18204,9792
6594,10377,0,0,2147,0
13464,16579,2590,19125,11717,6000
13684,17172,3697,3598,7291,20152
8847,0,8268,3747,2000,7000
0,4397,0,2596,21021,0
15534,1796,0,13687,4397,0
10666,6146,0,0,7743,7465
0,2299,15005,4693,0,8989
6580,6586,3990,650,5130,22232
13515,12794,5196,0,0,0
8196,650,3440,13089,3397,9358
17752,6044,14656,5791,15846,9794
0,7596,20477,14889,0,9868
3946,15488,0,15286,18846,0
0,15749,19817,9794,11518,10470
0,10543,0,8480,0,28370
7960,25900,0,12255,12593,4398
4894,0,6796,7326,3792,9285
0,300,7893,21754,2786,2597
2994,10679,4650,4786,150,20548
3897,0,10594,6291,0,11567
0,7696,12747,7960,1000,12714
8745,12255,6645,16554,8270,14512
3600,22540,9375,12981,150,13091
0,7691,1849,7684,0,597
0,0,18553,0,398,6075
7696,2092,6196,0,13364,21964
13076,16413,398,0,0,0
9398,3598,17064,4894,0,2799
4896,2939,11616,11656,0,0
0,0,19285,16287,22132,8012
6396,10098,18881,8594,2500,8568
6567,24835,199,11957,11460,12591
0,0,17646,8526,0,10346
0,11273,0,2598,0,13892
0,398,27623,19327,2097,9998
1950,20159,0,4896,17863,12264
14667,0,5940,11970,9956,5430
18328,4095,6249,2000,0,11196
16698,9233,3598,20223,9592,4093
5598,0,13391,799,0,8598
2600,14814,9976,8897,0,5996
18260,500,25733,10912,1000,12867
0,450,5196,15553,7888,0
1598,8696,0,0,12573,0
5493,2146,698,0,8480,0
12096,13030,0,1197,10793,17616
13350,16594,6193,0,5500,18963
0,0,13782,2000,26206,0
0,0,16424,8043,0,7990
11650,0,4038,1299,2199,9098
3000,14914,0,2597,0,16329
21656,23658,0,4500,0,2796
5397,11196,6299,4387,0,4378
12794,0,8166,0,15166,7085
6897,13930,0,11397,8426,9760
5495,0,6440,0,0,4096
2097,13093,19361,5970,4800,3640
10945,0,24188,1600,1000,0
5495,1000,0,13106,8593,6387
6600,19563,0,19641,14265,600
3048,1096,8392,7791,4047,10244
11098,10596,22915,3693,7693,11847
9289,5097,0,12653,9760,1500
1449,9626,5196,7246,18353,11698
0,13392,0,398,16245,0
20249,6686,5970,10665,0,6000
0,0,0,0,0,20704
6938,4983,13744,7480,18839,2299
1499,16369,12368,8397,5045,0
10595,6777,7097,5928,20855,0
9335,14947,11764,19207,0,6793
0,9343,0,0,3739,0
5646,3499,5492,13295,0,3789
0,14656,16558,0,0,10995
11088,0,1500,3196,13230,4000
2000,10878,0,0,0,11756
17903,4894,0,0,0,17885
16138,0,21424,13598,0,4994
0,0,0,0,1500,0
1748,19534,19852,11186,0,0
9696,8892,3296,7990,0,0
0,0,4646,7468,10373,6243
14339,1950,6450,5193,14018,5596
0,3397,12891,10998,3000,12299
199,0,199,13965,6990,3598
9088,10757,19153,14780,4500,0
0,21106,5196,998,150,1899
10173,19960,5196,7687,2796,5100
2000,17963,12460,12156,16691,0
2097,11485,15367,8469,5887,9696
0,25847,9095,28865,0,7877
0,398,5590,2048,9741,0
2498,5196,7378,3096,2598,3496
0,7430,0,14147,4098,15075
15238,5500,1748,8067,17970,7397
5688,0,16381,0,1748,0
0,0,0,1598,1950,6000
14141,7749,9867,0,0,10558
4500,8970,0,0,9176,13499
7995,0,5196,4588,14829,6000
5493,17459,3196,17674,0,10069
0,0,0,0,3395,11176
14880,8557,16553,0,8377,12600
17952,0,5794,12890,0,6548
14142,7500,7000,5795,0,18848
8684,0,1600,1595,7748,2940
7696,17256,10756,2847,300,3195
0,6072,0,0,0,9460
7446,12241,7387,14561,9408,4195
1598,3388,13596,1500,16405,12656
2296,7582,0,4500,13114,0
3450,10393,8756,3787,0,0
3797,2000,500,0,6179,7243
11058,7397,2397,8147,7693,4096
5100,11622,9910,12641,11857,5149
19206,0,4687,2898,6341,2799
8490,450,14294,3048,5386,5077
0,6677,6392,0,5696,1598
0,15671,3000,1299,6499,0
8980,3643,6867,0,4996,6818
23337,18276,9596,14156,0,13192
2795,21226,10757,0,799,12794
3595,0,3494,13104,4397,9696
0,0,0,7667,14765,7593
7994,0,698,6750,0,9593
15470,6997,4597,12190,0,11661
7960,6540,7796,5993,150,0
13236,5893,0,2786,0,0
4500,6194,12954,16162,6597,8568
500,2098,24817,4646,8867,16652
16363,19166,1799,17774,19460,10592
3198,11478,11836,0,0,17972
31826,0,9668,9487,12193,9844
24565,0,0,0,0,796
11980,20651,0,0,4185,8392
4696,9965,0,14471,8260,7498
4846,6397,10192,0,1596,3196
0,11970,17756,4594,0,3897
5445,4500,6984,6744,15457,0
2388,796,7269,9068,0,3600
12042,12092,17774,10385,0,0
3589,17166,450,0,0,15552
9790,9598,0,3980,26656,0
13204,14566,300,8890,4990,0
9775,20938,8186,17708,13899,0
1000,5970,11630,0,3196,11416
13440,0,15093,4746,0,1847
19016,4396,0,0,11092,0
11960,13045,0,11493,10059,8528
300,13969,10367,0,11346,0
300,3195,5696,8566,2548,0
0,0,0,2699,15822,3897
3196,4100,1990,8796,11960,5970
5385,14410,7185,0,20662,6000
13389,4796,4497,6194,11940,2746
6193,19851,6078,5637,10600,3596
0,799,0,0,12643,9393
4090,31157,0,5177,0,5696
1800,300,5779,16791,1296,0
0,0,4594,18064,9593,9583
0,13890,12449,5590,9196,0
2247,14288,1996,21148,18666,8150
3348,8170,0,7295,6998,10507
5796,0,0,9763,8892,0
4696,0,0,21510,0,15017
7730,2450,6296,7889,1750,2097
15508,9016,4796,0,998,12058
0,2799,3000,9464,12955,8795
9893,3888,10700,6368,11738,15053
0,9940,4286,1800,7299,0
0,24617,1598,0,5795,5388
7092,0,7216,25952,12816,21053
0,0,0,5746,5196,5083
8547,0,1296,1849,3598,0
10179,6500,2848,11596,2898,0
10775,0,0,0,11596,24495
0,1800,12955,14289,7090,2140
0,0,14656,0,15346,10040
6577,0,16054,6573,2000,9346
0,6897,4347,0,7296,7897
747,18508,14354,0,12326,0
11836,14743,5098,8598,10092,23827
1997,0,4190,16160,6795,14541
23892,9145,14934,0,4047,12886
12455,9567,17704,4929,0,3598
3197,7280,0,1847,0,0
0,10260,13196,0,15018,0
18066,15058,10675,4095,12096,0
7186,9967,4047,7579,8410,7084
6793,23550,8808,8067,6078,0
15272,4093,0,10648,9483,796
9307,3597,0,10388,6597,12319
8042,7796,12896,1299,6996,0
17332,6420,7598,0,3196,24550
4500,0,2740,15332,9037,4841
3694,4694,9868,4146,9095,11290
5346,9691,3799,0,2446,23448
0,13357,0,18255,0,8557
7960,18626,6296,7435,0,2397
2000,6444,7898,7599,2048,0
3396,600,3695,1749,0,1598
3799,2000,21389,6080,6450,7292
21759,9594,18718,2440,9858,13355
6945,14857,8293,3249,0,21253
0,7898,0,0,11568,11178
150,4543,6895,17248,2449,16538
1000,0,300,3980,3795,2799
0,2898,7196,0,4950,0
0,0,1500,11168,9694,8542
6088,6000,7197,3593,9048,11695
0,3000,597,1299,9267,1990
0,7846,450,0,7995,0
6994,6976,0,4946,450,8193
9259,4098,10094,0,0,3349
0,8367,19339,0,898,0
0,10195,4930,1498,11444,5279
0,0,12068,1797,3693,11675
10492,16796,13671,16442,1000,19636
0,13740,5746,9090,15598,20203
19100,11892,0,15063,12760,3300
3296,1299,6298,0,0,0
6048,0,3299,0,3000,1500
6940,7390,1398,0,19470,3349
11955,14155,20156,0,0,7197
5397,7017,6919,4693,5796,10996
2897,3996,2199,14489,18987,12886
6943,0,13729,11562,0,5490
12610,7250,0,0,0,9975
0,4696,300,8817,8590,2847
7494,0,16765,8557,5347,19068
0,1797,7565,8794,8769,9858
796,12372,3980,14794,3897,5397
14645,0,0,7176,8996,4498
7620,9897,0,3598,0,17290
9339,25307,4197,11156,18657,7960
1500,0,16593,3980,5780,4588
5970,0,25102,7397,7736,12883
12287,0,13110,19208,0,8795
3945,17763,0,2046,7991,3980
150,0,12838,0,4592,4776
3897,10985,0,3897,13156,5786
16558,13584,12109,0,0,19734
12645,0,5500,20349,12545,12839
1249,6794,21931,7580,0,8626
0,12354,5646,7492,16141,0
9848,0,11189,10238,7673,15984
4786,7416,5196,15189,10860,10394
12446,5045,11875,3150,18405,2388
0,6996,3249,0,2795,0
0,6042,9193,9040,799,7186
23107,3897,19518,9274,10364,5797
9873,4289,8759,17767,0,5970
19233,10800,0,11906,20508,4248
0,12963,0,9897,0,2996
4295,11340,10066,15465,0,6989
20187,799,8646,0,16991,9799
5146,10325,1849,5097,20254,998
2700,5400,21352,7387,3789,5970
7291,5196,9493,0,19071,16471
12872,15844,0,0,3187,19357
5197,11890,1597,2897,10489,12166
8358,7985,29307,9475,0,2098
0,1000,2297,0,14616,1449
0,6600,17800,8000,17745,9196
0,1399,6695,4640,13044,12678
0,699,0,300,1498,0
0,11690,8748,12471,0,9970
0,0,6086,0,0,1699
8897,7597,0,398,4687,3897
0,20782,10446,4789,9794,0
4497,0,1500,500,0,5996
13290,11796,8368,12496,11892,2844
9144,5995,6640,5878,14167,14063
4440,0,11566,0,32548,5496
11188,0,17339,7598,8847,9593
0,9296,11442,4339,8557,0
0,750,15584,20605,13440,0
2495,9495,3790,2898,0,0
0,9294,0,1000,12173,10547
0,11156,3196,499,12880,14787
12569,0,14156,0,0,0
5496,9816,16269,12574,9877,5794
6894,13471,6495,13860,0,15106
17262,19147,6585,23954,17554,698
3897,2598,7795,0,0,6098
12891,7594,8444,2394,5196,11953
7150,3994,2699,9666,11447,3394
1898,11854,5196,14540,0,16605
1898,6346,0,8566,0,0
12372,500,0,16703,5799,16083
2799,0,15991,13712,14673,8116
2897,8817,29834,14390,0,5496
16340,4196,17851,6193,9990,0
11495,9280,8677,9057,4978,6300
8434,0,3500,24747,15271,0
12047,2748,7960,0,4293,0
1749,13707,8560,796,14078,3897
0,5970,6199,2000,20354,0
9867,11315,0,11166,0,13460
10960,0,0,13075,8893,6175
7042,0,3897,0,1299,12689
0,13487,0,6766,8826,12382
6196,0,0,5893,5387,6490
4500,10989,15662,5977,14802,1449
0,15756,13863,2397,14397,13463
0,9779,3742,9584,7069,0
10280,4045,0,14443,5495,0
1000,7186,8489,4096,0,7076
0,13997,8068,4946,0,9144
10058,0,0,0,0,0
16794,0,13316,22779,2199,300
3950,6279,14372,5196,11841,13673
0,14592,2498,2399,5970,3597
15654,6867,10893,0,5285,10759
0,11365,20389,0,0,2897
0,5398,5645,5783,14460,6919
7194,5197,0,14842,0,6894
5000,2596,7893,7693,4179,9080
19264,6150,0,0,4384,0
11073,0,14236,0,0,13939
7397,12857,13831,500,8198,2397
8667,5196,9195,2598,5497,0
8974,0,4090,1699,6145,0
8664,1299,0,0,0,0
4494,13743,0,2000,6094,12342
3150,0,21570,796,14043,11192
5397,9165,11976,19032,998,14372
15745,0,6597,300,13117,0
7980,4394,6696,398,3347,0
3048,6243,0,9157,0,11705
10960,10285,1500,1500,2192,18225
10585,15991,0,12094,799,0
10133,2990,8076,0,18567,1295
0,5193,10794,10490,6696,8941
25136,26599,3799,0,0,0
6500,5994,4200,2296,10498,0
13186,0,0,14226,10260,9396
17841,17450,0,12764,5687,6693
0,13047,9521,0,23192,18773
14843,14663,8165,5645,3888,2697
0,10148,5926,799,6897,4587
7598,13262,10990,0,5996,4038
16086,5970,23748,6120,6497,0
10838,4496,10975,16143,13706,0
8759,1500,7397,18212,9588,20938
24331,3047,19043,150,21643,18261
22176,3600,0,0,9892,5696
0,0,9518,16243,5793,15350
12042,12659,6495,14775,11656,500
0,14389,0,2397,13687,9867
15975,7972,11900,0,2249,0
5993,0,1650,0,7482,0
6491,0,13190,0,1199,0
0,9090,0,9895,18286,0
3000,20863,4490,0,0,0
14052,6567,0,5796,0,0
4995,15916,18917,6877,0,0
15557,8069,3598,0,4500,7193
0,12993,0,16662,13093,9771
0,9245,2443,21736,998,7598
6567,7598,12861,0,5796,0
4445,17006,3000,6300,11292,2199
0,1299,9288,349,0,6196
11026,6692,13455,4591,11481,6188
4942,21925,600,15490,22817,6946
0,0,0,4644,30912,2894
11124,0,4500,8970,7470,6976
0,6000,10987,12156,25071,0
3894,13307,0,4299,0,13085
9015,9159,2140,199,5970,450
9195,11049,15244,0,0,2097
21470,14384,4488,6347,11505,3195
0,5887,11266,4196,0,6095
15704,3000,8225,0,20960,150
24660,0,0,7943,2597,0
8790,7334,20350,0,2345,9398
0,0,0,6946,11894,8146
4494,13052,8742,15591,19374,13086
0,11146,0,5679,597,5300
5995,9772,7592,1097,0,6095
1047,0,5196,1500,20779,0
18054,19289,12445,1396,15146,24852
11504,0,4295,5786,12922,10877
5897,19415,21935,8557,0,17684
11156,19276,11416,11857,5186,0
10978,0,0,6747,2897,10593
0,6496,13789,10740,12607,0
10341,600,12955,3198,5699,0
2598,11909,10892,0,3250,5596
1598,7094,14970,17530,8164,398
11466,4898,3897,26026,0,3496
14414,6396,9044,0,6292,0
